# Foto de los ASUNTOS de Jira del proyecto SCRUM — NO se edita a mano.
#
# Para que sirve: el enlace ticket<->rama vive implicito en el nombre de la rama, el mensaje
# del commit y el fichero de docs/master/. Los tres son del REPO. El asunto del TICKET vive solo
# en Jira, y sin el no se puede saber si los tres hablan de lo mismo — que es el caso SCRUM-706.
#
# Tomada el 2026-09-07 con el MCP de Atlassian sobre cloudId 30938fdf-…
# 🔴 TRAMPA MEDIDA AL TOMARLA: la JQL de RANGO («key >= SCRUM-816 AND key <= SCRUM-915») devolvio
#    CERO con SCRUM-816/817/818 existiendo. La misma consulta como «key in (...)» los devuelve los
#    tres. Un rango que miente no da error: da un cero creible. Por eso el instrumento compara su
#    cobertura contra los numeros que encuentra en el repo y DECLARA los que no tiene.
#
# clave	estado	asunto
SCRUM-730	Finalizada	🔴 `scrum176b:117` rompe `npm test` en cualquier ruta con un espacio: usa `new URL().pathname` sin decodificar, y es el ÚNICO de 362 que no usa `fileURLToPath`
SCRUM-731	Finalizada	🔴 El descuento global: el campo se ve SIEMPRE (hidden derrotado por display:flex) y el PDF sale con el total rebajado SIN las filas que lo explican
SCRUM-732	En curso	Censar los guards cuyo ALCANCE es más ancho que su SUJETO: dos aparecieron el mismo día en el mismo fichero (scrum286 y scrum591)
SCRUM-733	Finalizada	🔴 El generador de docs/sql/deriva-prod.sql pierde una entrada EN SILENCIO si su última línea lleva comentario SQL: el parser deja de verla y nadie se entera
SCRUM-734	Finalizada	🔴 La tercera puerta del PDF de presupuesto pierde modoIva, clausulas y clausulasExcluidas — y la segunda pierde tiers: el papel que se sirve no es el que el profesional configuró
SCRUM-735	Tareas por hacer	🔴 DECISIÓN DEL FUNDADOR · El camino de emisión fiscal deriva día, año y huso del RELOJ DEL PROCESO: el valor entra en la huella SHA-256 y se remite a la AEAT — y la fase ③ de SCRUM-643 no lo miró
SCRUM-736	En curso	🔴 Los suelos de la tanda envejecen solos y nadie está OBLIGADO a mirarlos: SUELO_TESTS lleva 441 de margen y SUELO_TOTAL 4.593 — el aviso existe y es un console.log
SCRUM-737	Finalizada	🔴 Con nueve worktrees vivos, una cifra congelada en un comentario caduca en horas: un número necesita su unidad, su ÁRBOL y su HORA — medido, seis de siete cambiaron en 90 minutos
SCRUM-738	Finalizada	🔴 EL TABLERO NO SABE QUÉ ESTÁ HECHO: diez encargos del 4-sep salieron sobre tickets YA MERGEADOS — reconciliar Jira contra el árbol, con un instrumento, no a mano
SCRUM-739	Finalizada	🔴 La pantalla de INFORMES escribe 6050,00 donde el resto del producto escribe 6.050,00: falla justo en la banda de 1.000 a 9.999 € — el defecto que SCRUM-636 arregló en los documentos, vivo en la pantalla
SCRUM-740	Finalizada	🔴 Dos tests se pisan por carrera: scrum206b crea y borra un fichero temporal MIENTRAS scrum226 barre el árbol — ENOENT intermitente, y aislado pasa 6/6
SCRUM-741	Finalizada	🔴 `paresDelSql` (scrum461) pierde una entrada por un comentario detrás y acusa al SCHEMA: 421 de 422, y el diagnóstico apunta al sitio equivocado
SCRUM-742	Finalizada	🟠 Media docena de guards leen INTERNOS de Prisma y nadie tiene ticket — y `prisma generate` ya avisa en cada ejecución de que `package.json#prisma` desaparece en Prisma 7
SCRUM-743	Finalizada	🔴 Falta la tercera forma de escribir un número: AGRUPAR SIN FORZAR DECIMALES — el albarán firmado imprime «1500» donde debería poner «1.500», y el sitio único no puede arreglarlo sin cambiar lo impreso
SCRUM-744	Finalizada	🔴 La lista de comandos peligrosos de scrum176b vigila UNA forma de invocar Prisma, y la casa usa OTRA en cuatro sitios: el guard del `db push --force-reset` no cubre el camino real
SCRUM-745	Finalizada	🔴 TRES trinquetes nacieron MUDOS el mismo día, los tres anclados por TEXTO, y a los tres los cazó lo mismo: inyectar el rojo. Ninguna revisión de código los habría visto
SCRUM-746	Finalizada	🔴🔴 Las DOS rutas que de verdad tocan producción NO pasan por el sentinel: `bash scripts/db-push-prod` y `npm run db:seed` llegan al hook como el NOMBRE DEL SCRIPT — y el sentinel se consume aunque luego se deniegue
SCRUM-747	Finalizada	🔴 `fechaLimiteRecapitulativa` no valida su entrada y `Date.UTC` NORMALIZA EN SILENCIO: el mes 13 de 2026 sale como 31-ene-2027 y el semáforo lo pinta verde — un plazo PLAUSIBLE y equivocado, sin síntoma
SCRUM-748	Finalizada	🔴 BOMBA DE RELOJERÍA · El `||` de invoicesView pinta «AL DÍA» CUALQUIER estado desconocido: el día que se apruebe un cuarto estado del semáforo, el navegador lo convertirá en «todo bien»
SCRUM-749	Finalizada	🔴 `inicioDelDiaEn` / `finDelDiaEn` siguen normalizando en silencio — y son la primitiva de la que SCRUM-633 está a punto de colgar cinco sitios más
SCRUM-750	Finalizada	🔴 El atajo de vencimiento y el valor por defecto escriben el MISMO campo con DOS calendarios: hasta un 45,6 % de los instantes dan día distinto
SCRUM-751	Finalizada	🔴 CI EN ROJO · El objeto CENSO de scrum402 tiene la MISMA CLAVE dos veces: JS se calla, gana la última, y dos tickets «entraron con 1» sin verse
SCRUM-752	Tareas por hacer	La ruta ADMIN-ONLY oculta el coste y la ruta ABIERTA al técnico lo sirve: listProducts usa include sin select y exportProductsCsv sí lo excluye
SCRUM-753	Finalizada	🔴 El censo de ALCANZABILIDAD del tablero vive en un scratchpad que se borra — y es el instrumento que distinguió 13 ramas perdidas de 27 falsas
SCRUM-754	En curso	🔴 EL META-GUARD OSCILA: la misma mutación sobre el mismo fichero dio CIEGA en la primera pasada y VIVA en las tres siguientes — un juez que no repite veredicto no es un juez
SCRUM-755	Finalizada	El contador INV_SIN_APROBAR dijo 1 habiendo 2 durante un día entero: una ranura nueva de microcopy no lo sube, así que el contador no cuenta — cuadró solo por casualidad
SCRUM-756	Finalizada	🔴 «+ Nuevo cliente» desde el documento RECHAZA EN SILENCIO: el profesional pulsa Guardar, no ve nada y el cliente no se crea — sólo funciona si antes pasó por la pantalla de Clientes
SCRUM-757	Finalizada	🔴 El meta-guard ve CERO declaraciones y no dice nada: una declaración con la forma equivocada es INVISIBLE, y el fichero pasa como si no vigilara nada — tercer defecto del mismo instrumento en un día
SCRUM-758	Finalizada	🔴 EL APLICADOR OFICIAL NO PUEDE APLICAR UNA MIGRACIÓN DE DATOS: la lista blanca rechaza todo DML, así que las migraciones de datos van por otra vía que NO escribe en el log — el log nunca podrá contarlas
SCRUM-759	Finalizada	🔴 Un guard por AST anclado a UN fichero es ciego fuera de él: SCRUM-303 lee sólo jobDetailView.js y se quedó VERDE con una segunda alta inyectada en otro fichero
SCRUM-760	Finalizada	🔴🔴 El albarán por voz RECORTA el IVA en vez de rechazarlo: si el modelo devuelve 21 en vez de 0.21, el recorte lo deja en 1 y la pantalla lo pinta 100 % de IVA — sin un solo aviso
SCRUM-761	Finalizada	🔴 El catálogo de la demo es INVISIBLE al autocompletado: seed-demo no escribe nameSearch, los 8 productos salen con NULL — y de paso la base de dev no puede ejercitar la unicidad de nombre
SCRUM-762	En curso	🔴🔴 REGLA 29 · El PDF de una factura EMITIDA se regenera SIEMPRE con el código de hoy: el fs de Railway es efímero, existsSync falla siempre, y cualquier cambio del generador altera lo que ya se firmó
SCRUM-763	Finalizada	🔴 RESTAURAR EL FUENTE NO ES RESTAURAR EL ÁRBOL: con TypeScript de por medio, Buffer.compare da 0 y dist/ sigue mutado — casi publicamos un falso positivo con la restauración «verificada»
SCRUM-764	En curso	El margen NEGATIVO no tiene decisión: margenDesde(150, 100) devuelve −50 y la ficha no dice nada — el guard de CAT-01 sólo cubre el imposible por arriba
SCRUM-765	Finalizada	🔴 La puerta de entrada del meta-guard NUNCA casa en Windows y sólo arranca por su respaldo: si alguien renombra el script, el job sale VERDE en 0,88 s sin ejecutar una sola mutación
SCRUM-766	En curso	🔴 El grep de retornos de carro es un INSTRUMENTO FALSO en este Git Bash: devuelve exactamente wc -l, el árbol es LF puro (CR = 0) — y ayer se publicó «1.213 de 1.992 ficheros con \r»
SCRUM-767	Finalizada	El sembrador no escribe customer.portalToken: los clientes sembrados nacen sin token y dependen de que ensurePortalToken los cure bajo demanda
SCRUM-768	Finalizada	🔴 El guard de SCRUM-599 CLAVA el residuo que dice haber retirado: «Presupuestos» sigue 100,7 px desalineada de sus tres hermanas y el test que lo defiende se llama «ya NO tiene submenú»
SCRUM-769	Finalizada	Cuatro listas tienen botón primario de crear y NO registran el atajo N (jobs, expenses, products, providers) — y sus cuatro rótulos no siguen el patrón «Nuevo X»: FIRMA DEL FUNDADOR
SCRUM-770	Finalizada	🔴🔴 EL META-GUARD MUTA EL FUENTE Y NO RECOMPILA: toda mutación cuyo test lea dist/ se declara VIVA sin que nadie la haya visto caer — el «vivas 27 · mudas 0» puede contener mudas desconocidas
SCRUM-771	Finalizada	🔴 Nadie valida el tipo de IVA aguas abajo: albaranes.routes.ts:1148 entrega tax: l.tipoIva/100 a emitInvoice y invalidTipoIva no existe en invoicing/ ni en fiscal/
SCRUM-772	Finalizada	La línea de voz del albarán estampa un 21 CABLEADO que el profesional no eligió (jobDetailView.js:2150) — y el albarán no tiene «IVA por defecto del documento»: FIRMA DEL FUNDADOR
SCRUM-773	Acción del fundador	backfill-job-assignees.mjs tiene la puerta rota y por eso NO ARRANCA NUNCA en Windows — arreglársela es ENCENDER un backfill que lleva apagado quién sabe cuánto: DECISIÓN DEL FUNDADOR
SCRUM-774	Acción del fundador	🔴🔴 DOS SESIONES SOBRE EL MISMO ÁRBOL: una hizo checkout -b + reset --hard sobre el árbol de otra, le borró dos ficheros del disco y se llevó su merge de main a su propia rama
SCRUM-775	Finalizada	🔴 El suelo del censo hermano es DECORACIÓN: censo-tablero-vs-arbol.mjs:136 comprueba suelo.ok === false sobre un ARRAY, así que esa mitad no ha podido dispararse nunca
SCRUM-776	Finalizada	🔴 153 de 162 rótulos visibles NO derivan del flag: el botón promete un justificante y el modal que abre dice «factura» seis veces — un gesto, dos voces
SCRUM-777	Finalizada	🔴 Abrir y cerrar una ficha de cliente MATA la tecla N en TODAS las pantallas hasta recargar: sePuedeDisparar mira la presencia de .modal-overlay, no su visibilidad
SCRUM-778	Finalizada	🔴 LLAMADORES_DE_EMIT (SCRUM-246) está CABLEADA con 2 ficheros y el árbol tiene 3 — y vigila por FICHERO, así que un fichero con dos bocas pasa con una sola protegida
SCRUM-779	Acción del fundador	Preferencia POR MERCHANT de razón social en documentos — necesita columna nueva en Merchant: DIFF PREPARADO, ESPERA FIRMA DEL FUNDADOR
SCRUM-780	En curso	🖋️ La FACTURA sigue en 2026-CF-001 y no en F260001 — adoptar F borra invoiceSeriesPrefix para TODOS y cambia la numeración de CASI NADIE: DECISIÓN DEL FUNDADOR
SCRUM-781	Finalizada	🔴 El cerrojo de serie tarda ~5.200 ms con diez en fila, POR ENCIMA del timeout de 5.000 ms de Prisma — y la concurrencia de la FACTURA nunca se ha provocado
SCRUM-782	En revisión	🔴 La casilla de selección mide 18,0 px a 390 contra los 44 de AB6 — menos de la mitad — y guard:objetivo-tactil hace goto('/'): sólo mide la LANDING, no el dashboard
SCRUM-783	Finalizada	La selección múltiple se PIERDE al remontar la vista (3 → 0): abrir la ficha 360 de un cliente navega, y `let seleccion = []` nace vacía
SCRUM-784	Finalizada	🔴 Cuando una mutación MATA EL FICHERO ENTERO, el meta-guard dicta MUDO sobre un guard que SÍ se puso rojo — node:test emite la RUTA como nombre y cayo() no la reconoce
SCRUM-785	Finalizada	Productos y Proveedores siguen ESCONDIENDO su modal: tras editar una vez, el botón de ayuda desaparece para siempre por body:has(.modal-overlay)
SCRUM-786	En curso	🖋️ Los .btn-sm miden 30,8–31,0 px de área de toque contra los 44 de AB6 — 13 en una sola pantalla, y la clase la comparte toda la app: DECISIÓN DEL FUNDADOR
SCRUM-787	En curso	Contar cuántos táctiles de la aplicación entera están por debajo de los 44 px de AB6 — hoy sólo se han medido dos pantallas y salieron 13
SCRUM-788	En revisión	55 tests caen ADEMÁS del que la mutación nombra, en 33 declaraciones de 17 guards — hoy se cuentan y no se juzgan: decidir si eso es cobertura o un radio demasiado ancho
SCRUM-789	Acción del fundador	🖋️ UN «SELECT 1» DESDE PRODUCCIÓN: es lo único que separa «urgente» de «teórico» en el límite de emisiones simultáneas — DECISIÓN Y MEDICIÓN DEL FUNDADOR
SCRUM-790	En revisión	🔴 El «8 % de variación entre dos pasadas» que package.json documenta ya no describe la máquina: los MISMOS 11 guards midieron 241,4 s y ~139 s seguidos — un 42 %
SCRUM-791	Finalizada	Vigilar DOS superficies más en guard:objetivo-tactil — Presupuestos (la más usada) y Ficha del Trabajo (los dos peores del árbol, 14,0 y 19,6 px, y se usa de pie en obra)
SCRUM-792	Finalizada	🔴 En móvil las DOS vías de «seleccionar todos» se ocultan A LA VEZ: thead{display:none} + la barra con cero — hay que marcar una a mano para que aparezca la que las marca todas
SCRUM-793	Finalizada	🔴🔴 ensurePortalToken es un read-then-write SIN transacción: con dos peticiones a la vez salen tokens DISTINTOS y uno de los dos ya está muerto en la base — el profesional manda un enlace que nunca funcionó
SCRUM-794	Finalizada	Nuevo presupuesto tiene DOS «+ Añadir línea»: uno flotando encima de los conceptos y otro debajo — se queda el de abajo (FIRMADO POR EL FUNDADOR)
SCRUM-795	Finalizada	🔴 DOS caminos de PRODUCCIÓN crean cliente sin portalToken (botFlow:264 y charges:24) — y charges:24 lo crea además SIN merchantId: censo completo del alta de cliente, MEDIR SIN ARREGLAR
SCRUM-796	Finalizada	🔴 El auto-chequeo del ancla se cae SIEMPRE que el arnés muta: scrum753:532 asevera que el ancla sigue en el fichero justo cuando el arnés acaba de sustituirla — 27 de los 36 arrastres son ese único mecanismo
SCRUM-797	En revisión	🖋️🔴🔴 merchantId Int @default(1): cualquier alta que olvide el merchant DONA el registro al merchant demo en silencio — el defecto no es de charges.routes.ts, es del schema: DECISIÓN DEL FUNDADOR
SCRUM-798	Finalizada	🔴 HERMANO DE 774 · La base de dev es COMPARTIDA entre sesiones: a S6 le desapareció una fila entre dos censos suyos — y el guard que verifica a qué base apunta cada worktree es una lista cableada donde b16 no está
SCRUM-799	Finalizada	🔴 El PDF del PRESUPUESTO es PEOR que el de la factura: GET /admin/quotes/:id/pdf regenera SIEMPRE, sin existsSync ni needs — cambia de aspecto en CADA apertura, no sólo tras un despliegue
SCRUM-800	Finalizada	🖋️🔴 PRODUCCIÓN LLEVA 9,5 h Y 8 COMMITS ATRÁS · prod=ff4e1c4a · main=388dc045 — el vigía lo dice en tres ramas a la vez y sólo el fundador puede mirar los logs de Railway
SCRUM-801	En curso	🔴 La tecla N en una pantalla que no la registra NO se queda quieta: cae al respaldo de SCRUM-599 y abre la COTIZACIÓN RÁPIDA — afecta a toda vista sin destino, no sólo a Productos y Proveedores
SCRUM-802	Finalizada	🔴 El detector de sobrantes mira el SELECTOR, no el MOTIVO: una excepción que nombraba dos víctimas y ahora sólo tiene una sigue en verde — el motivo caduca en silencio
SCRUM-803	Finalizada	🖋️ 14 de 16 clientes de dev siguen sin portalToken y la lista CRECE: el backfill está propuesto y sin encender — encenderlo muta datos, y eso es del fundador
SCRUM-804	Finalizada	EL TABLERO CONTRA EL ÁRBOL · 163 tickets abiertos y muchos ya están construidos y en verde: censar cuáles, CON EVIDENCIA POR CONTENIDO — es el ticket que cierra a los demás
SCRUM-805	En curso	🖋️🔴🔴 La firma de un presupuesto NO tiene ningún vínculo de integridad: Quote guarda signatureUrl y acceptedAt y nada más — el profesional no puede probar QUÉ firmó su cliente
SCRUM-806	Finalizada	🔴 P1-PORTAL-PDF · El botón «📄 Ver PDF» del portal PÚBLICO apunta a /admin/quotes/:id/pdf, detrás de requireAuth: al cliente le sale un muro de login — hoy latente, se arma en cuanto el profesional abre el PDF una vez
SCRUM-807	Finalizada	🔴🔴 P0-SEC-8 · CONFIRMADO: ?eml= es inyectable y SE EJECUTA en el origen de la aplicación — y el banner «(modo dev)» se pinta en producción a quien lo pida, porque el texto lo dice y el código no lo comprueba
SCRUM-808	Finalizada	🔴 Matar el meta-guard DEJA EL ÁRBOL MUTADO: la restauración vive en un finally que la señal se salta — dos sesiones distintas lo han pisado hoy, y la siguiente medición sería sobre un árbol corrompido
SCRUM-809	En curso	🖋️🔴🔴 EL PAYWALL ESTÁ DEL REVÉS: el que paga y cancela se queda el producto GRATIS PARA SIEMPRE, y el que nunca pagó se queda fuera — la condición exige planExpiresAt y cancelar lo pone a null
SCRUM-810	Finalizada	🔴 LOS SUELOS DEL ARNÉS ESTÁN EN 20/54 CONTRA 107 DECLARACIONES REALES: se podrían perder 53 declaraciones —la mitad de la vigilancia— sin que nada dijera una palabra
SCRUM-811	En curso	🖋️🔴 DOS SKILLS SE DECLARAN OBLIGATORIAS Y NINGUNA SESIÓN LAS CARGA: yaqu-premium-ui lleva 88 días en el árbol y su checklist AB6 de seis casillas se cumple, como mucho, en dos
SCRUM-812	En curso	🔴 EL META-GUARD CUENTA LOS GUARDS QUE DECLARAN, NO LOS QUE EXISTEN: un guard anterior a SCRUM-745 no aparece en el censo, y su «132 vivas · 0 mudas» se lee como si los cubriera todos
SCRUM-813	En curso	🔴 EL DEFECTO DE ZONA HORARIA VOLVIÓ A ENTRAR DOS DÍAS DESPUÉS DE ARREGLARSE: SCRUM-640 lo midió una vez y no dejó trinquete — hoy hay 3 tests nuevos que miden la máquina, nacidos con SCRUM-592
SCRUM-814	Tareas por hacer	🔴🔴 DOS peticiones simultáneas emiten DOS facturas del MISMO tramo: 484 € quedan sin poder facturarse y las dos facturas ya no se editan (regla 29) — reproducido 3 de 3
SCRUM-815	Acción del fundador	🔴🔴 El webhook de Stripe falla por los DOS lados: marca el evento como visto EN MEMORIA antes de procesarlo (pierde el reintento) y lo olvida al reiniciar (reprocesa) — corrido
SCRUM-816	Tareas por hacer	🎨 A · La lista de Trabajos ocupa media pantalla, repite la MISMA accion en las 20 filas y no deja asignar tecnico desde la fila — segunda vuelta pedida por el fundador
SCRUM-817	Tareas por hacer	🎨 B · El detalle del Trabajo esta ordenado al reves: «quien ejecuta» esta ENTERRADO en el ultimo bloque, y albaranes/parte/precios viven mezclados en una sola caja
SCRUM-818	Tareas por hacer	🎨 C · El parte de trabajo tiene SIETE campos que parecen rellenables y son guiones muertos, y las lineas no tienen ni bordes ni cabeceras — «no se puede rellenar lo de arriba»
